Date,Team,Relinquished,Notes,season,player_name,team_abbreviation,age,player_height,player_weight,gp,usg_pct,season-1
2012-01-14,Hornets,Corey Maggette,strained left hamstring (DNP),2011-12,Corey Maggette,CHA,32,198.12,102.0582,32,0.267,2011-12
2012-01-14,Celtics,Chris Wilcox,sore left calf (DNP),2011-12,Chris Wilcox,BOS,29,208.28,106.59412,28,0.15,2011-12
2012-01-14,Clippers,Mo Williams,sore right foot (DNP),2011-12,Mo Williams,LAC,29,185.42,88.45044,52,0.228,2011-12
2012-01-14,Hawks,Tracy McGrady,back spasms (DNP),2011-12,Tracy McGrady,ATL,33,203.2,102.0582,52,0.182,2011-12
2012-01-14,Kings,Chuck Hayes,dislocated left shoulder (DNP),2011-12,Chuck Hayes,SAC,29,198.12,113.398,54,0.103,2011-12
2012-01-14,Knicks,Carmelo Anthony,placed on IL with sprained ankle / sprained left wrist (CBC),2011-12,Carmelo Anthony,NYK,28,203.2,104.32616,55,0.316,2011-12
2012-01-14,Nets,Shawne Williams,shin splits (DNP),2011-12,Shawne Williams,NJN,26,205.74,104.32616,25,0.144,2011-12
2012-01-14,Raptors,Andrea Bargnani,strained left calf (DNP),2011-12,Andrea Bargnani,TOR,26,213.36,116.119552,31,0.293,2011-12
2012-01-14,Raptors,Jerryd Bayless,sprained left ankle (DNP),2011-12,Jerryd Bayless,TOR,23,190.5,94.347136,31,0.244,2011-12
2012-01-14,Timberwolves,J.J. Barea,sprained left ankle (DNP),2011-12,J.J. Barea,MIN,28,182.88,79.3786,41,0.243,2011-12
2012-01-14,Timberwolves,Malcolm Lee,recovering from surgery on left knee to repair torn meniscus (DNP),2011-12,Malcolm Lee,MIN,22,195.58,90.7184,19,0.155,2011-12
2012-01-14,Timberwolves,Michael Beasley,sprained right midfoot (DNP),2011-12,Michael Beasley,MIN,23,208.28,106.59412,47,0.253,2011-12
2012-01-14,Mavericks,Dominique Jones,placed on IL,2011-12,Dominique Jones,DAL,23,195.58,97.52228,33,0.201,2011-12
2012-01-15,Jazz,Josh Howard,strained left quadricep (DNP),2011-12,Josh Howard,UTA,32,200.66,95.25432,43,0.207,2011-12
2012-01-15,Pistons,Charlie Villanueva,sore right ankle (DNP),2011-12,Charlie Villanueva,DET,27,210.82,105.233344,13,0.246,2011-12
2012-01-15,Pistons,Will Bynum,strained right foot (DNP),2011-12,Will Bynum,DET,29,182.88,83.91452,36,0.244,2011-12
2012-01-15,Spurs,Malcolm Thomas,gastroenteritis (DNP),2011-12,Malcolm Thomas,SAS,23,205.74,102.0582,3,0.114,2011-12
2012-01-16,76ers,Evan Turner,bruised right quadricep (DNP),2011-12,Evan Turner,PHI,23,200.66,92.98636,65,0.202,2011-12
2012-01-16,Blazers,Marcus Camby,placed on IL with sprained left ankle,2011-12,Marcus Camby,HOU,38,210.82,106.59412,59,0.126,2011-12
2012-01-16,Hornets,Corey Maggette,strained left hamstring (DNP),2011-12,Corey Maggette,CHA,32,198.12,102.0582,32,0.267,2011-12
2012-01-16,Bucks,Luc Mbah a Moute,placed on IL with right knee tendinitis,2011-12,Luc Mbah a Moute,MIL,25,203.2,104.32616,43,0.152,2011-12
2012-01-16,Bulls,Derrick Rose,sprained left big toe / turf toe (DNP),2011-12,Derrick Rose,CHI,23,190.5,86.18248,39,0.301,2011-12
2012-01-16,Bulls,Richard Hamilton,placed on IL with sore left groin,2011-12,Richard Hamilton,CHI,34,200.66,87.543256,28,0.242,2011-12
2012-01-16,Celtics,Chris Wilcox,placed on IL with left calf injury,2011-12,Chris Wilcox,BOS,29,208.28,106.59412,28,0.15,2011-12
2012-01-16,Clippers,Brian Cook,placed on IL with sprained left ankle,2011-12,Brian Cook,WAS,31,205.74,113.398,32,0.186,2011-12
2012-01-16,Clippers,Chris Paul,strained left hamstring (DNP),2011-12,Chris Paul,LAC,27,182.88,79.3786,60,0.242,2011-12
2012-01-16,Clippers,Mo Williams,sore right foot (DNP),2011-12,Mo Williams,LAC,29,185.42,88.45044,52,0.228,2011-12
2012-01-16,Hornets,Eric Gordon,bruised right knee (DNP),2011-12,Eric Gordon,NOH,23,190.5,97.52228,9,0.289,2011-12
2012-01-16,Kings,Chuck Hayes,dislocated left shoulder (DNP),2011-12,Chuck Hayes,SAC,29,198.12,113.398,54,0.103,2011-12
2012-01-16,Knicks,Jeremy Lin,placed on IL,2011-12,Jeremy Lin,NYK,23,190.5,90.7184,35,0.274,2011-12
2012-01-16,Magic,Jason Richardson,placed on IL with left knee injury,2011-12,Jason Richardson,ORL,31,198.12,102.0582,54,0.2,2011-12
2012-01-16,Nets,Shawne Williams,shin splits (DNP),2011-12,Shawne Williams,NJN,26,205.74,104.32616,25,0.144,2011-12
2012-01-16,Raptors,Andrea Bargnani,strained left calf (DNP),2011-12,Andrea Bargnani,TOR,26,213.36,116.119552,31,0.293,2011-12
2012-01-16,Raptors,James Johnson,sprained right ankle (DNP),2011-12,James Johnson,TOR,25,205.74,112.490816,62,0.202,2011-12
2012-01-16,Raptors,Jerryd Bayless,sprained left ankle (DNP),2011-12,Jerryd Bayless,TOR,23,190.5,94.347136,31,0.244,2011-12
2012-01-16,Timberwolves,J.J. Barea,sprained left ankle (DNP),2011-12,J.J. Barea,MIN,28,182.88,79.3786,41,0.243,2011-12
2012-01-16,Timberwolves,Malcolm Lee,recovering from surgery on left knee to repair torn meniscus (DNP),2011-12,Malcolm Lee,MIN,22,195.58,90.7184,19,0.155,2011-12
2012-01-16,Timberwolves,Michael Beasley,sprained right midfoot (DNP),2011-12,Michael Beasley,MIN,23,208.28,106.59412,47,0.253,2011-12
2012-01-16,Wizards,Rashard Lewis,sore right knee (DNP),2011-12,Rashard Lewis,WAS,32,208.28,104.32616,28,0.162,2011-12
2012-01-17,Hornets,Corey Maggette,strained left hamstring (DNP),2011-12,Corey Maggette,CHA,32,198.12,102.0582,32,0.267,2011-12
2012-01-17,Bulls,Derrick Rose,placed on IL with sprained left big toe / turf toe,2011-12,Derrick Rose,CHI,23,190.5,86.18248,39,0.301,2011-12
2012-01-17,Cavaliers,Anthony Parker,placed on IL with back injury,2011-12,Anthony Parker,CLE,37,198.12,95.25432,51,0.14,2011-12
2012-01-17,Clippers,Chris Paul,strained left hamstring (DNP),2011-12,Chris Paul,LAC,27,182.88,79.3786,60,0.242,2011-12
2012-01-17,Clippers,Mo Williams,sore right foot (DNP),2011-12,Mo Williams,LAC,29,185.42,88.45044,52,0.228,2011-12
2012-01-17,Hawks,Al Horford,surgery to repair torn left pectoral muscle (out for season),2011-12,Al Horford,ATL,26,208.28,113.398,11,0.178,2011-12
2012-01-17,Heat,Dexter Pittman,placed on IL flu,2011-12,Dexter Pittman,MIA,24,210.82,129.27372,35,0.186,2011-12
2012-01-17,Heat,Dwyane Wade,sprained right ankle (DNP),2011-12,Dwyane Wade,MIA,30,193.04,99.79024,49,0.31,2011-12
2012-01-17,Jazz,Derrick Favors,sprained left ankle (DNP),2011-12,Derrick Favors,UTA,20,208.28,112.490816,65,0.203,2011-12
2012-01-17,Jazz,Josh Howard,strained left quadricep (DNP),2011-12,Josh Howard,UTA,32,200.66,95.25432,43,0.207,2011-12
2012-01-17,Nuggets,Rudy Fernandez,placed on IL with Achilles tendon injury,2011-12,Rudy Fernandez,DEN,27,198.12,83.91452,31,0.181,2011-12
2012-01-17,Pistons,Charlie Villanueva,sore right ankle (DNP),2011-12,Charlie Villanueva,DET,27,210.82,105.233344,13,0.246,2011-12
2012-01-17,Pistons,Will Bynum,strained right foot (DNP),2011-12,Will Bynum,DET,29,182.88,83.91452,36,0.244,2011-12
2012-01-17,Rockets,Hasheem Thabeet,placed on IL,2011-12,Hasheem Thabeet,POR,25,220.98,119.294696,20,0.128,2011-12
2012-01-18,76ers,Spencer Hawes,strained left Achilles tendon (DNP),2011-12,Spencer Hawes,PHI,24,215.9,111.13004,37,0.199,2011-12
2012-01-18,Clippers,Chris Paul,strained left hamstring (DNP),2011-12,Chris Paul,LAC,27,182.88,79.3786,60,0.242,2011-12
2012-01-18,Hornets,Eric Gordon,placed on IL with bruised right knee,2011-12,Eric Gordon,NOH,23,190.5,97.52228,9,0.289,2011-12
2012-01-18,Kings,Chuck Hayes,dislocated left shoulder (DNP),2011-12,Chuck Hayes,SAC,29,198.12,113.398,54,0.103,2011-12
2012-01-18,Knicks,Henry Walker,sore right knee (DNP),2011-12,Henry Walker,NYK,24,198.12,106.59412,32,0.157,2011-12
2012-01-18,Magic,Hedo Turkoglu,placed on IL with back spasms,2011-12,Hedo Turkoglu,ORL,33,208.28,99.79024,53,0.194,2011-12
2012-01-18,Mavericks,Vince Carter,sprained left foot (DNP),2011-12,Vince Carter,DAL,35,198.12,99.79024,61,0.205,2011-12
2012-01-18,Nets,Shawne Williams,shin splits (DNP),2011-12,Shawne Williams,NJN,26,205.74,104.32616,25,0.144,2011-12
2012-01-18,Nuggets,Timofey Mozgov,strained lower back (DNP),2011-12,Timofey Mozgov,DEN,25,215.9,113.398,44,0.173,2011-12
2012-01-18,Pacers,Jeff Foster,sore lower back (DNP),2011-12,Jeff Foster,IND,35,210.82,113.398,11,0.093,2011-12
2012-01-18,Pacers,Jeff Ayres,concussion (DNP),2011-12,Jeff Ayres,IND,25,205.74,108.86208,20,0.169,2011-12
2012-01-18,Pistons,Charlie Villanueva,sore right ankle (DNP),2011-12,Charlie Villanueva,DET,27,210.82,105.233344,13,0.246,2011-12
2012-01-18,Pistons,Will Bynum,strained right foot (DNP),2011-12,Will Bynum,DET,29,182.88,83.91452,36,0.244,2011-12
2012-01-18,Raptors,Andrea Bargnani,strained left calf (DNP),2011-12,Andrea Bargnani,TOR,26,213.36,116.119552,31,0.293,2011-12
2012-01-18,Raptors,Jerryd Bayless,placed on IL with sprained left ankle,2011-12,Jerryd Bayless,TOR,23,190.5,94.347136,31,0.244,2011-12
2012-01-18,Thunder,Eric Maynor,surgery on right knee to repair torn ACL (out for season),2011-12,Eric Maynor,OKC,25,190.5,79.3786,9,0.181,2011-12
2012-01-18,Timberwolves,Malcolm Lee,recovering from surgery on left knee to repair torn meniscus (DNP),2011-12,Malcolm Lee,MIN,22,195.58,90.7184,19,0.155,2011-12
2012-01-18,Timberwolves,Michael Beasley,sprained right midfoot (DNP),2011-12,Michael Beasley,MIN,23,208.28,106.59412,47,0.253,2011-12
2012-01-19,Heat,Dwyane Wade,placed on IL with sprained right ankle,2011-12,Dwyane Wade,MIA,30,193.04,99.79024,49,0.31,2011-12
2012-01-19,Heat,Mickell Gladness,placed on IL,2011-12,Mickell Gladness,GSW,25,210.82,99.79024,26,0.127,2011-12
2012-01-19,Jazz,Jamaal Tinsley,dermatitis (DTD),2011-12,Jamaal Tinsley,UTA,34,190.5,89.357624,37,0.174,2011-12
2012-01-19,Jazz,Josh Howard,strained left quadricep (DNP),2011-12,Josh Howard,UTA,32,200.66,95.25432,43,0.207,2011-12
2012-01-19,Mavericks,Vince Carter,sprained left foot (DNP),2011-12,Vince Carter,DAL,35,198.12,99.79024,61,0.205,2011-12
2012-01-19,Rockets,Jordan Hill,placed on IL with flu,2011-12,Jordan Hill,LAL,24,208.28,106.59412,39,0.179,2011-12
2012-01-19,Warriors,Kwame Brown,surgery to repair torn pectoralis major muscle in chest,2011-12,Kwame Brown,GSW,30,210.82,122.46984,9,0.167,2011-12
2012-01-20,76ers,Spencer Hawes,strained left Achilles tendon (DNP),2011-12,Spencer Hawes,PHI,24,215.9,111.13004,37,0.199,2011-12
2012-01-20,Blazers,Armon Johnson,placed on IL,2011-12,Armon Johnson,NJN,23,190.5,88.45044,9,0.184,2011-12
2012-01-20,Bucks,Darington Hobson,placed on IL,2011-12,Darington Hobson,MIL,24,200.66,95.25432,5,0.174,2011-12
2012-01-20,Cavaliers,Mychel Thompson,placed on IL,2011-12,Mychel Thompson,CLE,24,198.12,95.707912,5,0.137,2011-12
2012-01-20,Celtics,Rajon Rondo,sprained right wrist (DNP),2011-12,Rajon Rondo,BOS,26,185.42,84.368112,53,0.203,2011-12
2012-01-20,Clippers,Caron Butler,placed on IL with hyperextended right knee,2011-12,Caron Butler,LAC,32,200.66,103.418976,63,0.204,2011-12
2012-01-20,Clippers,Chris Paul,strained left hamstring (DNP),2011-12,Chris Paul,LAC,27,182.88,79.3786,60,0.242,2011-12
2012-01-20,Clippers,Chris Wright,placed on IL,2011-12,Chris Wright,GSW,23,203.2,102.511792,24,0.156,2011-12
2012-01-20,Kings,Chuck Hayes,dislocated left shoulder (DNP),2011-12,Chuck Hayes,SAC,29,198.12,113.398,54,0.103,2011-12
2012-01-20,Magic,DeAndre Liggins,placed on IL,2011-12,DeAndre Liggins,ORL,24,198.12,94.800728,17,0.182,2011-12
2012-01-20,Nuggets,Jordan Hamilton,placed on IL,2011-12,Jordan Hamilton,DEN,21,200.66,99.79024,26,0.221,2011-12
2012-01-20,Nuggets,Maybyner Hilario,bruised right heel (DNP),2011-12,,,,,,0,0,
2012-01-20,Pacers,Jeff Foster,sore lower back (DNP),2011-12,Jeff Foster,IND,35,210.82,113.398,11,0.093,2011-12
2012-01-20,Pistons,Charlie Villanueva,placed on IL with sore right ankle,2011-12,Charlie Villanueva,DET,27,210.82,105.233344,13,0.246,2011-12
2012-01-20,Pistons,Rodney Stuckey,sore groin (DNP),2011-12,Rodney Stuckey,DET,26,195.58,92.98636,55,0.238,2011-12
2012-01-20,Pistons,Will Bynum,strained right foot (DNP),2011-12,Will Bynum,DET,29,182.88,83.91452,36,0.244,2011-12
2012-01-20,Raptors,Andrea Bargnani,strained left calf (DNP),2011-12,Andrea Bargnani,TOR,26,213.36,116.119552,31,0.293,2011-12
2012-01-20,Timberwolves,J.J. Barea,sprained left ankle (DNP),2011-12,J.J. Barea,MIN,28,182.88,79.3786,41,0.243,2011-12
2012-01-20,Timberwolves,Michael Beasley,sprained right midfoot (DNP),2011-12,Michael Beasley,MIN,23,208.28,106.59412,47,0.253,2011-12
2012-01-20,Bucks,Stephen Jackson,placed on IL for suspension,2011-12,Stephen Jackson,SAS,34,203.2,99.79024,47,0.215,2011-12
2012-01-21,76ers,Spencer Hawes,strained left Achilles tendon (DNP),2011-12,Spencer Hawes,PHI,24,215.9,111.13004,37,0.199,2011-12
2012-01-21,Blazers,Gerald Wallace,finger injury (DTD),2011-12,Gerald Wallace,NJN,29,200.66,99.79024,58,0.185,2011-12
2012-01-21,Hornets,Corey Maggette,strained left hamstring (DNP),2011-12,Corey Maggette,CHA,32,198.12,102.0582,32,0.267,2011-12
2012-01-21,Bulls,Joakim Noah,sprained left ankle (DNP),2011-12,Joakim Noah,CHI,27,210.82,105.233344,64,0.157,2011-12
2012-01-21,Bulls,John Lucas III,strained left groin (DNP),2011-12,John Lucas III,CHI,29,180.34,74.84268,49,0.264,2011-12
2012-01-21,Bulls,Taj Gibson,sprained left ankle (DNP),2011-12,Taj Gibson,CHI,27,205.74,102.0582,63,0.186,2011-12
2012-01-21,Heat,Dexter Pittman,placed on IL with flu,2011-12,Dexter Pittman,MIA,24,210.82,129.27372,35,0.186,2011-12
2012-01-21,Jazz,Josh Howard,strained left quadricep (DNP),2011-12,Josh Howard,UTA,32,200.66,95.25432,43,0.207,2011-12
2012-01-21,Kings,Chuck Hayes,dislocated left shoulder (DNP),2011-12,Chuck Hayes,SAC,29,198.12,113.398,54,0.103,2011-12
2012-01-21,Kings,John Salmons,illness (DNP),2011-12,John Salmons,SAC,32,198.12,93.893544,46,0.144,2011-12
2012-01-21,Mavericks,Dirk Nowitzki,sore right knee (DNP),2011-12,Dirk Nowitzki,DAL,34,213.36,111.13004,62,0.292,2011-12
2012-01-21,Mavericks,Vince Carter,sprained left foot (DNP),2011-12,Vince Carter,DAL,35,198.12,99.79024,61,0.205,2011-12
2012-01-21,Nets,Shawne Williams,shin splits (DNP),2011-12,Shawne Williams,NJN,26,205.74,104.32616,25,0.144,2011-12
2012-01-21,Nuggets,Arron Afflalo,placed on IL with strained right groin,2011-12,Arron Afflalo,DEN,26,195.58,97.52228,62,0.192,2011-12
2012-01-21,Nuggets,Rudy Fernandez,strained right Achilles tendon (DTD),2011-12,Rudy Fernandez,DEN,27,198.12,83.91452,31,0.181,2011-12
2012-01-21,Pistons,Ben Gordon,sore left shoulder (DNP),2011-12,Ben Gordon,DET,29,190.5,90.7184,52,0.233,2011-12
2012-01-21,Pistons,Will Bynum,strained right foot (DNP),2011-12,Will Bynum,DET,29,182.88,83.91452,36,0.244,2011-12
2012-01-21,Rockets,Hasheem Thabeet,placed on IL,2011-12,Hasheem Thabeet,POR,25,220.98,119.294696,20,0.128,2011-12
2012-01-21,Spurs,Tim Duncan,rest (DNP),2011-12,Tim Duncan,SAS,36,210.82,115.66596,58,0.263,2011-12
2012-01-21,Timberwolves,J.J. Barea,sprained left ankle (DNP),2011-12,J.J. Barea,MIN,28,182.88,79.3786,41,0.243,2011-12
2012-01-21,Timberwolves,Malcolm Lee,recovering from surgery on left knee to repair torn meniscus (DNP),2011-12,Malcolm Lee,MIN,22,195.58,90.7184,19,0.155,2011-12
2012-01-21,Timberwolves,Michael Beasley,sprained right midfoot (DNP),2011-12,Michael Beasley,MIN,23,208.28,106.59412,47,0.253,2011-12
2012-01-22,Hornets,D.J. White,bruised left knee (DNP),2011-12,D.J. White,CHA,25,205.74,106.59412,58,0.179,2011-12
2012-01-22,Bucks,Jon Brockman,placed on IL,2011-12,Jon Brockman,MIL,25,200.66,115.66596,35,0.112,2011-12
2012-01-22,Celtics,Rajon Rondo,sprained right wrist (DNP),2011-12,Rajon Rondo,BOS,26,185.42,84.368112,53,0.203,2011-12
2012-01-22,Clippers,Chris Paul,placed on IL with strained left hamstring,2011-12,Chris Paul,LAC,27,182.88,79.3786,60,0.242,2011-12
2012-01-22,Heat,Mickell Gladness,placed on IL,2011-12,Mickell Gladness,GSW,25,210.82,99.79024,26,0.127,2011-12
2012-01-22,Pacers,Jeff Foster,sore lower back (DNP),2011-12,Jeff Foster,IND,35,210.82,113.398,11,0.093,2011-12
2012-01-22,Raptors,Andrea Bargnani,placed on IL with strained left calf,2011-12,Andrea Bargnani,TOR,26,213.36,116.119552,31,0.293,2011-12
2012-01-23,76ers,Nikola Vucevic,strained left quadricep / left knee injury (DNP),2011-12,Nikola Vucevic,PHI,21,213.36,108.86208,51,0.193,2011-12
2012-01-23,76ers,Spencer Hawes,strained left Achilles tendon (DNP),2011-12,Spencer Hawes,PHI,24,215.9,111.13004,37,0.199,2011-12
2012-01-23,Bulls,Luol Deng,torn ligament in left wrist (DNP),2011-12,Luol Deng,CHI,27,205.74,99.79024,54,0.197,2011-12
2012-01-23,Bulls,Taj Gibson,placed on IL with sprained left ankle,2011-12,Taj Gibson,CHI,27,205.74,102.0582,63,0.186,2011-12
2012-01-23,Celtics,Mickael Pietrus,sore right shoulder (DNP),2011-12,Mickael Pietrus,BOS,30,198.12,97.52228,42,0.162,2011-12
2012-01-23,Celtics,Rajon Rondo,sprained right wrist (DNP),2011-12,Rajon Rondo,BOS,26,185.42,84.368112,53,0.203,2011-12
2012-01-23,Celtics,Ray Allen,sprained left ankle (DNP),2011-12,Ray Allen,BOS,36,195.58,92.98636,46,0.186,2011-12
2012-01-23,Kings,Chuck Hayes,dislocated left shoulder (DNP),2011-12,Chuck Hayes,SAC,29,198.12,113.398,54,0.103,2011-12
2012-01-23,Kings,Marcus Thornton,bruised left thigh (DNP),2011-12,Marcus Thornton,SAC,25,193.04,92.98636,51,0.228,2011-12
2012-01-23,Magic,Daniel Orton,placed on IL,2011-12,Daniel Orton,ORL,21,208.28,115.66596,16,0.12,2011-12
2012-01-23,Mavericks,Dirk Nowitzki,sore right knee (DNP),2011-12,Dirk Nowitzki,DAL,34,213.36,111.13004,62,0.292,2011-12
2012-01-23,Mavericks,Vince Carter,placed on IL with sprained left foot,2011-12,Vince Carter,DAL,35,198.12,99.79024,61,0.205,2011-12
2012-01-23,Nets,MarShon Brooks,sore left Achilles tendon (DNP),2011-12,MarShon Brooks,NJN,23,195.58,90.7184,56,0.228,2011-12
2012-01-23,Pistons,Ben Gordon,sore left shoulder (DNP),2011-12,Ben Gordon,DET,29,190.5,90.7184,52,0.233,2011-12
2012-01-23,Pistons,Will Bynum,strained right foot (DNP),2011-12,Will Bynum,DET,29,182.88,83.91452,36,0.244,2011-12
2012-01-23,Timberwolves,J.J. Barea,sprained left ankle (DNP),2011-12,J.J. Barea,MIN,28,182.88,79.3786,41,0.243,2011-12
2012-01-23,Timberwolves,Malcolm Lee,recovering from surgery on left knee to repair torn meniscus (DNP),2011-12,Malcolm Lee,MIN,22,195.58,90.7184,19,0.155,2011-12
2012-01-23,Timberwolves,Michael Beasley,sprained right midfoot (DNP),2011-12,Michael Beasley,MIN,23,208.28,106.59412,47,0.253,2011-12
2012-01-23,Timberwolves,Wes Johnson,illness (DNP),2011-12,,,,,,0,0,
2012-01-24,Hornets,D.J. Augustine,right big toe inflammation (DNP),2011-12,D.J. Augustine,CHA,24,182.88,81.64656,48,0.211,2011-12
2012-01-24,Hornets,D.J. White,bruised left knee (DNP),2011-12,D.J. White,CHA,25,205.74,106.59412,58,0.179,2011-12
2012-01-24,Cavaliers,Tristan Thompson,placed on IL with sprained left ankle,2011-12,Tristan Thompson,CLE,21,205.74,102.965384,60,0.192,2011-12
2012-01-24,Knicks,Josh Harrellson,placed on IL with wrist injury,2011-12,Josh Harrellson,NYK,23,208.28,124.7378,37,0.149,2011-12
2012-01-24,Nets,Damion James,surgery on right foot to replace previously inserted screw (out for season),2011-12,Damion James,NJN,24,200.66,102.0582,7,0.139,2011-12
2012-01-24,Pacers,A.J. Price,strep throat (DNP),2011-12,A.J. Price,IND,25,187.96,83.91452,44,0.175,2011-12
2012-01-24,Pacers,Jeff Foster,sore lower back (DNP),2011-12,Jeff Foster,IND,35,210.82,113.398,11,0.093,2011-12
2012-01-24,Raptors,Jamaal Magloire,placed on IL,2011-12,Jamaal Magloire,TOR,34,210.82,120.20188,34,0.103,2011-12
2012-01-25,76ers,Nikola Vucevic,strained left quadricep (DNP),2011-12,Nikola Vucevic,PHI,21,213.36,108.86208,51,0.193,2011-12
2012-01-25,76ers,Spencer Hawes,strained left Achilles tendon (DNP),2011-12,Spencer Hawes,PHI,24,215.9,111.13004,37,0.199,2011-12
2012-01-25,Hornets,Gerald Henderson Jr.,bruised lower back (DNP),2011-12,,,,,,0,0,
2012-03-27,Mavericks,Brendan Haywood,sprained right knee (DNP),2011-12,Brendan Haywood,DAL,32,213.36,119.294696,54,0.128,2011-12
2012-03-27,Raptors,Jerryd Bayless,partially torn left oblique muscle (out for season),2011-12,Jerryd Bayless,TOR,23,190.5,94.347136,31,0.244,2011-12
2012-03-27,Rockets,Kevin Martin,strained right shoulder (DNP),2011-12,Kevin Martin,HOU,29,200.66,83.91452,40,0.245,2011-12
2012-03-27,Spurs,Tiago Splitter,placed on IL with back spasms (P),2011-12,Tiago Splitter,SAS,27,210.82,108.86208,59,0.21,2011-12
2012-03-27,Suns,Grant Hill,right knee inflammation (DNP),2011-12,Grant Hill,PHX,39,203.2,102.0582,49,0.186,2011-12
2012-03-27,Timberwolves,J.J. Barea,bruised right thigh (DNP),2011-12,J.J. Barea,MIN,28,182.88,79.3786,41,0.243,2011-12
2012-03-27,Warriors,Andris Biedrins,strained right groin (DNP),2011-12,Andris Biedrins,GSW,26,213.36,109.769264,47,0.053,2011-12
2012-03-27,Warriors,Stephen Curry,placed on IL with sprained right ankle (out for season),2011-12,Stephen Curry,GSW,24,190.5,83.91452,26,0.235,2011-12
2012-03-28,Hornets,Cory Higgins,placed on IL,2011-12,Cory Higgins,CHA,23,195.58,81.64656,38,0.251,2011-12
2012-03-28,Hornets,Tyrus Thomas,elbow injury (DNP),2011-12,Tyrus Thomas,CHA,25,208.28,102.0582,54,0.19,2011-12
2012-03-28,Bulls,Derrick Rose,strained groin (DNP),2011-12,Derrick Rose,CHI,23,190.5,86.18248,39,0.301,2011-12
2012-03-28,Bulls,Richard Hamilton,right shoulder injury (DNP) (F),2011-12,Richard Hamilton,CHI,34,200.66,87.543256,28,0.242,2011-12
2012-03-28,Cavaliers,Daniel Gibson,torn tendon in left ankle (DNP),2011-12,Daniel Gibson,CLE,26,187.96,90.7184,35,0.151,2011-12
